X,Y,Concentration_Ground
-660.0,500.0,0.03604811640011283
-660.0,520.0,0.024916255398194143
-660.0,540.0,0.01703840441676111
-660.0,560.0,0.01152934783604731
-660.0,580.0,0.007721267417606539
-660.0,600.0,0.005118637160650056
-660.0,620.0,0.0033594796688436223
-660.0,640.0,0.0021832741867884816
-660.0,660.0,0.0014051634017485356
-660.0,680.0,0.0008957538241273545
-660.0,700.0,0.0005656559019902705
-660.0,720.0,0.00035389461881638783
-660.0,740.0,0.00021938527749046482
-660.0,760.0,0.0001347734992977371
-660.0,780.0,8.205673243749228e-05
-660.0,800.0,4.952025082414965e-05
-660.0,820.0,2.962455922633385e-05
-660.0,840.0,1.756923484021572e-05
-660.0,860.0,1.0329741680202543e-05
-660.0,880.0,6.019778734844783e-06
-660.0,900.0,3.4743370808582855e-06
-660.0,920.0,1.9802272503791007e-06
-660.0,940.0,1.1037080914294465e-06
-660.0,960.0,5.810431610988736e-07
-660.0,980.0,2.4901840124734507e-07
-660.0,1000.0,0.0
-640.0,-1000.0,0.0
-640.0,-980.0,8.631287628151091e-06
-640.0,-960.0,1.9432176646480832e-05
-640.0,-940.0,3.502493807269e-05
-640.0,-920.0,5.901243200301223e-05
-640.0,-900.0,9.666624134743937e-05
-640.0,-880.0,0.00015588051761239167
-640.0,-860.0,0.00024853075119798186
-640.0,-840.0,0.00039242751836698935
-640.0,-820.0,0.0006141292557924706
-640.0,-800.0,0.0009529841075899565
-640.0,-780.0,0.0014669214158002126
-640.0,-760.0,0.002240725718725477
-640.0,-740.0,0.0033978229760193057
-640.0,-720.0,0.0051170186921398585
-640.0,-700.0,0.007656183304402146
-640.0,-680.0,0.011385612495301761
-640.0,-660.0,0.016834712728603967
-640.0,-640.0,0.024756736386633522
-640.0,-620.0,0.03621734775120546
-640.0,-600.0,0.05271338608272515
-640.0,-580.0,0.07632727663107285
-640.0,-560.0,0.10991807084232443
-640.0,-540.0,0.15733850693460244
-640.0,-520.0,0.2236437975380575
-640.0,-500.0,0.31521804837207557
-640.0,-480.0,0.43969244533023066
-640.0,-460.0,0.6054904100964452
-640.0,-440.0,0.8208612137410717
-640.0,-420.0,1.0924095283888615
-640.0,-400.0,1.4233791581880226
-640.0,-380.0,1.8121677604739979
-640.0,-360.0,2.251558142261384
-640.0,-340.0,2.728914261912353
-640.0,-320.0,3.2272655517793316
-640.0,-300.0,3.726986778901882
-640.0,-280.0,4.207739544633104
-640.0,-260.0,4.6504165609057715
-640.0,-240.0,5.038931211111394
-640.0,-220.0,5.361765366592206
-640.0,-200.0,5.6132085615925185
-640.0,-180.0,5.794192542156282
-640.0,-160.0,5.912557668565983
-640.0,-140.0,5.982506461456281
-640.0,-120.0,6.022960454771928
-640.0,-100.0,6.054638793393409
-640.0,-80.0,6.096028855214644
-640.0,-60.0,6.15900765262918
-640.0,-40.0,6.245406139134025
-640.0,-20.0,6.3458032873141
-640.0,0.0,6.441090571476766
-640.0,20.0,6.506288366958539
-640.0,40.0,6.515407125472475
-640.0,60.0,6.446105057828019
-640.0,80.0,6.283272547175623
-640.0,100.0,6.021126213192238
-640.0,120.0,5.663740238247304
-640.0,140.0,5.224161789944637
-640.0,160.0,4.722397345267503
-640.0,180.0,4.182656905366621
-640.0,200.0,3.6303125221702537
-640.0,220.0,3.0890479785573475
-640.0,240.0,2.578620162938776
-640.0,260.0,2.11350839053282
-640.0,280.0,1.7025217632500493
-640.0,300.0,1.3492282930647945
-640.0,320.0,1.0529303249016295
-640.0,340.0,0.8098739747410113
-640.0,360.0,0.6144329725299377
-640.0,380.0,0.460104878064958
-640.0,400.0,0.34025432806876826
-640.0,420.0,0.24860724417987273
-640.0,440.0,0.17953664212292347
-640.0,460.0,0.1281922771128184
-640.0,480.0,0.09052340286979214
-640.0,500.0,0.06323483233795738
-640.0,520.0,0.043706265724937576
-640.0,540.0,0.029895781617298375
-640.0,560.0,0.020241169410527022
-640.0,580.0,0.01356738605476423
-640.0,600.0,0.009004566107027911
-640.0,620.0,0.0059183805226290095
-640.0,640.0,0.003852837527883551
-640.0,660.0,0.0024846059960251304
-640.0,680.0,0.0015874204569976042
-640.0,700.0,0.0010049397466746894
-640.0,720.0,0.0006304565325898762
-640.0,740.0,0.00039200200512468704
-640.0,760.0,0.00024159490643735077
-640.0,780.0,0.00014760433226207123
-640.0,800.0,8.940551778395975e-05
-640.0,820.0,5.369330827132443e-05
-640.0,840.0,3.197365472155791e-05
-640.0,860.0,1.887890457799904e-05
-640.0,880.0,1.10504686465345e-05
-640.0,900.0,6.406612606086543e-06
-640.0,920.0,3.6679905287518e-06
-640.0,940.0,2.0532280443702044e-06
-640.0,960.0,1.0849631412698168e-06
-640.0,980.0,4.662075616494307e-07
-640.0,1000.0,0.0
-620.0,-1000.0,0.0
-620.0,-980.0,1.623063094059336e-05
-620.0,-960.0,3.652017490839766e-05
-620.0,-940.0,6.576335558152413e-05
-620.0,-920.0,0.0001106608230136386
-620.0,-900.0,0.00018097373007467947
-620.0,-880.0,0.0002912461417746837
-620.0,-860.0,0.00046323248618929444
-620.0,-840.0,0.0007293471815734102
-620.0,-820.0,0.0011375680568353856
-620.0,-800.0,0.0017583868361592393
-620.0,-780.0,0.00269462709106368
-620.0,-760.0,0.0040952685586929044
-620.0,-740.0,0.006174861977322217
-620.0,-720.0,0.009240736708296244
-620.0,-700.0,0.013731049849666912
-620.0,-680.0,0.02026785693300521
-620.0,-660.0,0.029730834194299966
-620.0,-640.0,0.04335900124529779
-620.0,-620.0,0.06288951311541083
-620.0,-600.0,0.09074354850840964
-620.0,-580.0,0.1302677439317609
-620.0,-560.0,0.18603193629181153
-620.0,-540.0,0.26416400194022366
-620.0,-520.0,0.3726619694147066
-620.0,-500.0,0.5215566268572936
-620.0,-480.0,0.7227152035007252
-620.0,-460.0,0.9890269373307135
-620.0,-440.0,1.3327865411961406
-620.0,-420.0,1.7633676995194991
-620.0,-400.0,2.284686288184273
-620.0,-380.0,2.893227216644574
-620.0,-360.0,3.5772948109734974
-620.0,-340.0,4.317691055353401
-620.0,-320.0,5.089549480825481
-620.0,-300.0,5.864822692558999
-620.0,-280.0,6.614957243800293
-620.0,-260.0,7.313452831430249
-620.0,-240.0,7.938161723846809
-620.0,-220.0,8.473276679743183
-620.0,-200.0,8.910969556920723
-620.0,-180.0,9.252583307744072
-620.0,-160.0,9.509154425924702
-620.0,-140.0,9.70087234936776
-620.0,-120.0,9.85493987138941
-620.0,-100.0,10.001357316273664
-620.0,-80.0,10.16666634844639
-620.0,-60.0,10.366757487446966
-620.0,-40.0,10.601001619453593
-620.0,-20.0,10.850171643473177
-620.0,0.0,11.079267570154357
-620.0,20.0,11.244266280147112
-620.0,40.0,11.300499869522005
-620.0,60.0,11.210417698217867
-620.0,80.0,10.949333584889727
-620.0,100.0,10.508629503224466
-620.0,120.0,9.896444027404819
-620.0,140.0,9.13614947885946
-620.0,160.0,8.263057879939845
-620.0,180.0,7.319899158968155
-620.0,200.0,6.351721940682052
-620.0,220.0,5.400950469115398
-620.0,240.0,4.503323752684193
-620.0,260.0,3.685281846050074
-620.0,280.0,2.9630459983460518
-620.0,300.0,2.3432511906331106
-620.0,320.0,1.824674130845782
-620.0,340.0,1.4004686954815384
-620.0,360.0,1.060386524881941
-620.0,380.0,0.7926446457887915
-620.0,400.0,0.5853016507741331
-620.0,420.0,0.4271510741043985
-620.0,440.0,0.3082175736194415
-620.0,460.0,0.21996339330548584
-620.0,480.0,0.15530338277344827
-620.0,500.0,0.10850579330326898
-620.0,520.0,0.07503409785590918
-620.0,540.0,0.05136670829674461
-620.0,560.0,0.034817634355298596
-620.0,580.0,0.023371322077345578
-620.0,600.0,0.015538234431620425
-620.0,620.0,0.010233370865249433
-620.0,640.0,0.006677216834866882
-620.0,660.0,0.0043170794191748395
-620.0,680.0,0.0027660344387669816
-620.0,700.0,0.0017565093913368434
-620.0,720.0,0.0011056514348951742
-620.0,740.0,0.0006899338604535867
-620.0,760.0,0.00042683665555090907
-620.0,780.0,0.0002618310851370178
-620.0,800.0,0.00015926566372357704
-620.0,820.0,9.607154122897626e-05
-620.0,840.0,5.7472103235429457e-05
-620.0,860.0,3.4095396184521365e-05
-620.0,880.0,2.0054131105022212e-05
-620.0,900.0,1.1683741341201175e-05
-620.0,920.0,6.721892232333495e-06
-620.0,940.0,3.780055134379684e-06
-620.0,960.0,2.005378169273335e-06
-620.0,980.0,8.640962291664713e-07
-620.0,1000.0,0.0
-600.0,-1000.0,0.0
-600.0,-980.0,2.9876693326532823e-05
-600.0,-960.0,6.720189200138451e-05
-600.0,-940.0,0.00012094348171632514
-600.0,-920.0,0.000203345546298047
-600.0,-900.0,0.00033218569685491083
-600.0,-880.0,0.000533849162821915
-600.0,-860.0,0.0008476207084966851
-600.0,-840.0,0.001331718814881439
-600.0,-820.0,0.0020717693642947474
-600.0,-800.0,0.003192654785573637
-600.0,-780.0,0.0048750038631395105
-600.0,-760.0,0.007378043117563851
-600.0,-740.0,0.011071163799069715
-600.0,-720.0,0.01647743819934623
-600.0,-700.0,0.02433353197645501
-600.0,-680.0,0.0356720989829142
-600.0,-660.0,0.051934874273729933
-600.0,-640.0,0.07512723295612601
-600.0,-620.0,0.10802753571005068
-600.0,-600.0,0.15446589204057654
-600.0,-580.0,0.21968411765380244
-600.0,-560.0,0.31077576049906314
-600.0,-540.0,0.4371721212458361
-600.0,-520.0,0.6110743252282153
-600.0,-500.0,0.847626055592758
-600.0,-480.0,1.1644999530190414
-600.0,-460.0,1.5805196782891997
-600.0,-440.0,2.1131059436642405
-600.0,-420.0,2.7748064838585993
-600.0,-400.0,3.5697719893894755
-600.0,-380.0,4.491327988257029
-600.0,-360.0,5.521455702698347
-600.0,-340.0,6.632246574745095
-600.0,-320.0,7.788765831324594
-600.0,-300.0,8.952562933595607
-600.0,-280.0,10.085223765186909
-600.0,-260.0,11.151633983666384
-600.0,-240.0,12.122845206977274
-600.0,-220.0,12.978547325221548
-600.0,-200.0,13.709151301330147
-600.0,-180.0,14.317384765457605
-600.0,-160.0,14.819095551997815
-600.0,-140.0,15.242656606957045
-600.0,-120.0,15.626062471416116
-600.0,-100.0,16.010788035967344
-600.0,-80.0,16.432239957910156
-600.0,-60.0,16.908476357090308
-600.0,-40.0,17.431031750370515
-600.0,-20.0,17.962137930257754
-600.0,0.0,18.4401221849409
-600.0,20.0,18.790965603049727
-600.0,40.0,18.941895993297333
-600.0,60.0,18.833372126995812
-600.0,80.0,18.42752300582746
-600.0,100.0,17.71257541651397
-600.0,120.0,16.703569815324872
-600.0,140.0,15.43992026668472
-600.0,160.0,13.980428092417732
-600.0,180.0,12.39641541594874
-600.0,200.0,10.763782462144468
-600.0,220.0,9.154984711879194
-600.0,240.0,7.6320595960219215
-600.0,260.0,6.241752022860039
-600.0,280.0,5.013393596214476
-600.0,300.0,3.9595466820399245
-600.0,320.0,3.078774379076094
-600.0,340.0,2.359519252372467
-600.0,360.0,1.784087842658562
-600.0,380.0,1.3320445243020234
-600.0,400.0,0.9827077005623803
-600.0,420.0,0.7167469684182787
-600.0,440.0,0.5170439087655017
-600.0,460.0,0.36902558378040395
-600.0,480.0,0.2606596886877402
-600.0,500.0,0.18225597227677967
-600.0,520.0,0.12617382727496543
-600.0,540.0,0.08650004166642183
-600.0,560.0,0.058734883311746144
-600.0,580.0,0.03950724463489956
-600.0,600.0,0.02632825619006304
-600.0,620.0,0.017385708776787738
-600.0,640.0,0.011377439306205175
-600.0,660.0,0.007379588148061282
-600.0,680.0,0.004744666146558399
-600.0,700.0,0.0030242130812295816
-600.0,720.0,0.0019111566401884103
-600.0,740.0,0.001197561779464709
-600.0,760.0,0.0007441394645483217
-600.0,780.0,0.00045856264592048233
-600.0,800.0,0.00028025896347398936
-600.0,820.0,0.00016988645293329746
-600.0,840.0,0.00010214219320104846
-600.0,860.0,6.0907978984308724e-05
-600.0,880.0,3.6011679215450415e-05
-600.0,900.0,2.1090528916576352e-05
-600.0,920.0,1.219605539462164e-05
-600.0,940.0,6.891449086999455e-06
-600.0,960.0,3.6710399050841213e-06
-600.0,980.0,1.586318320160632e-06
-600.0,1000.0,0.0
-580.0,-1000.0,0.0
-580.0,-980.0,5.378612554780446e-05
-580.0,-960.0,0.0001209638512836046
-580.0,-940.0,0.000217640002850305
-580.0,-920.0,0.000365767254468813
-580.0,-900.0,0.0005971468435758044
-580.0,-880.0,0.0009588447597046136
-580.0,-860.0,0.00152069537606708
-580.0,-840.0,0.0023857546190924435
-580.0,-820.0,0.0037048205930348926
-580.0,-800.0,0.0056964820670048905
-580.0,-780.0,0.008674613766021612
-580.0,-760.0,0.013085856841872143
-580.0,-740.0,0.019560469914866766
-580.0,-720.0,0.0289811053318879
-580.0,-700.0,0.04257568090663635
-580.0,-680.0,0.06204271847046354
-580.0,-660.0,0.08972040434809633
-580.0,-640.0,0.12881409421894915
-580.0,-620.0,0.1837003805682296
-580.0,-600.0,0.260327213498278
-580.0,-580.0,0.366724339507452
-580.0,-560.0,0.5136173988928068
-580.0,-540.0,0.7150873550086733
-580.0,-520.0,0.9891164313252239
-580.0,-500.0,1.357707043919944
-580.0,-480.0,1.846096427890401
-580.0,-460.0,2.4805577035925133
-580.0,-440.0,3.284589395927197
-580.0,-420.0,4.27402731838469
-580.0,-400.0,5.452425642539627
-580.0,-380.0,6.808287449713187
-580.0,-360.0,8.315059782716217
-580.0,-340.0,9.93370969423885
-580.0,-320.0,11.616931568003132
-580.0,-300.0,13.31391994880155
-580.0,-280.0,14.974961018453792
-580.0,-260.0,16.555501496881625
-580.0,-240.0,18.019643983337108
-580.0,-220.0,19.34314523534299
-580.0,-200.0,20.515972582659117
-580.0,-180.0,21.544310000415603
-580.0,-160.0,22.451580544264438
-580.0,-140.0,23.27755978998199
-580.0,-120.0,24.07412347121602
-580.0,-100.0,24.896072753494146
-580.0,-80.0,25.786696809410458
-580.0,-60.0,26.76084605499963
-580.0,-40.0,27.79188945580821
-580.0,-20.0,28.80934001898511
-580.0,0.0,29.70923107375422
-580.0,20.0,30.373062423587296
-580.0,40.0,30.68845185391474
-580.0,60.0,30.566240607486527
-580.0,80.0,29.95183387163898
-580.0,100.0,28.830706420372138
-580.0,120.0,27.228870316086066
-580.0,140.0,25.2092031977481
-580.0,160.0,22.864404473445124
-580.0,180.0,20.307288036867934
-580.0,200.0,17.65925818582601
-580.0,220.0,15.038144766171522
-580.0,240.0,12.546956900115884
-580.0,260.0,10.265287409020864
-580.0,280.0,8.244777044228824
-580.0,300.0,6.50914855394423
-580.0,320.0,5.0581430813712
-580.0,340.0,3.8737861459637895
-580.0,360.0,2.927183186538942
-580.0,380.0,2.1844647208812504
-580.0,400.0,1.6112024676292975
-580.0,420.0,1.1752264695587402
-580.0,440.0,0.8481198610671594
-580.0,460.0,0.6057744801892448
-580.0,480.0,0.42835634275810913
-580.0,500.0,0.29994432139304433
-580.0,520.0,0.20801913281780904
-580.0,540.0,0.14291209694975784
-580.0,560.0,0.09727617322361573
-580.0,580.0,0.0656113570430845
-580.0,600.0,0.04385766162758893
-580.0,620.0,0.029057669285769666
-580.0,640.0,0.019084298647718347
-580.0,660.0,0.012426231182852859
-580.0,680.0,0.00802221889939165
-580.0,700.0,0.0051354890816830345
-580.0,720.0,0.0032601525283191797
-580.0,740.0,0.0020525583916660224
-580.0,760.0,0.001281690755141139
-580.0,780.0,0.0007938261907282671
-580.0,800.0,0.00048768714539354865
-580.0,820.0,0.00029719602122890747
-580.0,840.0,0.0001796505848623375
-580.0,860.0,0.00010771130158231846
-580.0,880.0,6.403272249090596e-05
-580.0,900.0,3.770499361683822e-05
-580.0,920.0,2.191874956107456e-05
-580.0,940.0,1.2446023635289197e-05
-580.0,960.0,6.657453453869029e-06
-580.0,980.0,2.8850257568705438e-06
-580.0,1000.0,0.0
-560.0,-1000.0,0.0
-560.0,-980.0,9.462118197923183e-05
-560.0,-960.0,0.00021280381950363885
-560.0,-940.0,0.00038287198506569244
-560.0,-920.0,0.0006433930324362148
-560.0,-900.0,0.0010501608699102663
-560.0,-880.0,0.0016856012284446604
-560.0,-860.0,0.0026717252464010517
-560.0,-840.0,0.004188043148611853
-560.0,-820.0,0.006496224162366739
-560.0,-800.0,0.009973769146953634
-560.0,-780.0,0.015159577127733878
-560.0,-760.0,0.02281508302986294
-560.0,-740.0,0.0340056967933988
-560.0,-720.0,0.050208697913318376
-560.0,-700.0,0.07345569167658281
-560.0,-680.0,0.10652039539056554
-560.0,-660.0,0.15316601681787875
-560.0,-640.0,0.2184706430802262
-560.0,-620.0,0.30925287459141027
-560.0,-600.0,0.43462048623037003
-560.0,-580.0,0.606655420717895
-560.0,-560.0,0.8412157975026368
-560.0,-540.0,1.1587590363587448
-560.0,-520.0,1.5849469665060782
-560.0,-500.0,2.1505843462228733
-560.0,-480.0,2.8902438538366946
-560.0,-460.0,3.8389508553750185
-560.0,-440.0,5.0268133938078625
-560.0,-420.0,6.472517924955717
-560.0,-400.0,8.177615991528524
-560.0,-380.0,10.123623047803543
-560.0,-360.0,12.272873094657161
-560.0,-340.0,14.572596663081407
-560.0,-320.0,16.960811847334192
-560.0,-300.0,19.372624263246365
-560.0,-280.0,21.746043663112548
-560.0,-260.0,24.026978053494734
-560.0,-240.0,26.173429259760674
-560.0,-220.0,28.15905305081262
-560.0,-200.0,29.976188632815095
-560.0,-180.0,31.638205747382063
-560.0,-160.0,33.18051810340277
-560.0,-140.0,34.65884651060546
-560.0,-120.0,36.14248993305038
-560.0,-100.0,37.70027475898186
-560.0,-80.0,39.37897877849222
-560.0,-60.0,41.17915785329715
-560.0,-40.0,43.03862371358669
-560.0,-20.0,44.833172467586564
-560.0,0.0,46.395670129852725
-560.0,20.0,47.54543627529182
-560.0,40.0,48.11754884115456
-560.0,60.0,47.98545367213347
-560.0,80.0,47.07495389645498
-560.0,100.0,45.37034695712669
-560.0,120.0,42.91421928638079
-560.0,140.0,39.802197042304414
-560.0,160.0,36.173539526922646
-560.0,180.0,32.198220978214515
-560.0,200.0,28.06123242125545
-560.0,220.0,23.94528722774887
-560.0,240.0,20.01382413759519
-560.0,260.0,16.39683376293413
-560.0,280.0,13.182060513704464
-560.0,300.0,10.413141407805703
-560.0,320.0,8.094406534159333
-560.0,340.0,6.200238391457763
-560.0,360.0,4.686026394978128
-560.0,380.0,3.498146186877056
-560.0,400.0,2.581531887308055
-560.0,420.0,1.8845481317976027
-560.0,440.0,1.3615747627615589
-560.0,460.0,0.9739625858671098
-560.0,480.0,0.6899767324390561
-560.0,500.0,0.4841919267673087
-560.0,520.0,0.3366465447241812
-560.0,540.0,0.23193991382102858
-560.0,560.0,0.1583743212545878
-560.0,580.0,0.1071912308850469
-560.0,600.0,0.07192027828086615
-560.0,620.0,0.04784197698802547
-560.0,640.0,0.03155560075150155
-560.0,660.0,0.020639216238537345
-560.0,680.0,0.013387364462591667
-560.0,700.0,0.008612191033376388
-560.0,720.0,0.005495107623759949
-560.0,740.0,0.0034778089372019773
-560.0,760.0,0.0021833371297717273
-560.0,780.0,0.00135967605157453
-560.0,800.0,0.0008399596233410436
-560.0,820.0,0.0005147436528500662
-560.0,840.0,0.0003129104688792653
-560.0,860.0,0.00018866702761031838
-560.0,880.0,0.00011278808951143255
-560.0,900.0,6.677959503062051e-05
-560.0,920.0,3.902595989983158e-05
-560.0,940.0,2.2267959692155337e-05
-560.0,960.0,1.1960044593590516e-05
-560.0,980.0,5.197452239711128e-06
-560.0,1000.0,0.0
-540.0,-1000.0,0.0
-540.0,-980.0,0.00016254284974127854
-540.0,-960.0,0.0003656105234113454
-540.0,-940.0,0.00065791461265726
-540.0,-920.0,0.0011057641026112498
-540.0,-900.0,0.0018050310728072044
-540.0,-880.0,0.002897217969903172
-540.0,-860.0,0.004591497109369891
-540.0,-840.0,0.007195027429732492
-540.0,-820.0,0.011154400476664432
-540.0,-800.0,0.017111732906395925
-540.0,-780.0,0.02597972077069832
-540.0,-760.0,0.03904093339263881
-540.0,-740.0,0.058077814589148125
-540.0,-720.0,0.08554138505393748
-540.0,-700.0,0.12476866335245895
-540.0,-680.0,0.1802615312157537
-540.0,-660.0,0.2580432538894752
-540.0,-640.0,0.3661127929152586
-540.0,-620.0,0.5150198971918205
-540.0,-600.0,0.7185815395575895
-540.0,-580.0,0.9947432763644214
-540.0,-560.0,1.3665402117086236
-540.0,-540.0,1.863005631988614
-540.0,-520.0,2.519687101505348
-540.0,-500.0,3.3781735671112285
-540.0,-480.0,4.48383179125717
-540.0,-460.0,5.881070300954361
-540.0,-440.0,7.606203089623188
-540.0,-420.0,9.679313261765152
-540.0,-400.0,12.097639293837286
-540.0,-380.0,14.83288274948951
-540.0,-360.0,17.833318919509768
-540.0,-340.0,21.0297619645493
-540.0,-320.0,24.343478296789964
-540.0,-300.0,27.694288989981874
-540.0,-280.0,31.007817698571262
-540.0,-260.0,34.22154962925333
-540.0,-240.0,37.28980705834797
-540.0,-220.0,40.18789187706746
-540.0,-200.0,42.91552738355346
-540.0,-180.0,45.499331793981
-540.0,-160.0,47.99329527095893
-540.0,-140.0,50.475087471788186
-540.0,-120.0,53.03487958746479
-540.0,-100.0,55.7535895283259
-540.0,-80.0,58.67133804367487
-540.0,-60.0,61.75499819314106
-540.0,-40.0,64.88042760077349
-540.0,-20.0,67.8411159772097
-540.0,0.0,70.38086514707989
-540.0,20.0,72.23660101601584
-540.0,40.0,73.17725711882939
-540.0,60.0,73.03159036810968
-540.0,80.0,71.70410483377778
-540.0,100.0,69.18111667973801
-540.0,120.0,65.52932622164757
-540.0,140.0,60.88860154127496
-540.0,160.0,55.45992492763442
-540.0,180.0,49.48898261620688
-540.0,200.0,43.24585086043012
-540.0,220.0,37.00174622025473
-540.0,240.0,31.004852505251307
-540.0,260.0,25.45849779179098
-540.0,280.0,20.5056851175041
-540.0,300.0,16.223268165754128
-540.0,320.0,12.626626406333935
-540.0,340.0,9.682533310271452
-540.0,360.0,7.325795565603412
-540.0,380.0,5.475228995665736
-540.0,400.0,4.046162935773915
-540.0,420.0,2.958635955580609
-540.0,440.0,2.141801274733286
-540.0,460.0,1.535597466205853
-540.0,480.0,1.090721260244503
-540.0,500.0,0.7676909580507859
-540.0,520.0,0.5355176749332823
-540.0,540.0,0.3702894615452328
-540.0,560.0,0.25383145129059
-540.0,580.0,0.17251850898593338
-540.0,600.0,0.11626695095747461
-540.0,620.0,0.07770454699420312
-540.0,640.0,0.0515039729644752
-540.0,660.0,0.03385861567703232
-540.0,680.0,0.022077876420132078
-540.0,700.0,0.014279925703143827
-540.0,720.0,0.009162026271546006
-540.0,740.0,0.0058313075752247
-540.0,760.0,0.003681769845194103
-540.0,780.0,0.0023060381385568572
-540.0,800.0,0.0014328253557709583
-540.0,820.0,0.0008831355958934151
-540.0,840.0,0.0005399390186987598
-540.0,860.0,0.000327403592280396
-540.0,880.0,0.00019682149811473362
-540.0,900.0,0.0001171681233170207
-540.0,920.0,6.882803146434786e-05
-540.0,940.0,3.945875664784941e-05
-540.0,960.0,2.127681381187083e-05
-540.0,980.0,9.27106777180891e-06
-540.0,1000.0,0.0
-520.0,-1000.0,0.0
-520.0,-980.0,0.0002724800136202129
-520.0,-960.0,0.0006130342389830347
-520.0,-940.0,0.0011035080150851675
-520.0,-920.0,0.001855341029562503
-520.0,-900.0,0.0030296683450954723
-520.0,-880.0,0.004864270006408458
-520.0,-860.0,0.007710451148536581
-520.0,-840.0,0.012083601547988482
-520.0,-820.0,0.018731990050934604
-520.0,-800.0,0.0287292729714582
-520.0,-780.0,0.04359721194100604
-520.0,-760.0,0.06546618826151689
-520.0,-740.0,0.09728227164714975
-520.0,-720.0,0.14307089352514393
-520.0,-700.0,0.2082686726556725
-520.0,-680.0,0.30013672261964613
-520.0,-660.0,0.4282707347857292
-520.0,-640.0,0.6052245412692254
-520.0,-620.0,0.8472623848779611
-520.0,-600.0,1.1752450565369439
-520.0,-580.0,1.6156247111508149
-520.0,-560.0,2.201452406594333
-520.0,-540.0,2.973164569857637
-520.0,-520.0,3.9786928243690562
-520.0,-500.0,5.272173808871617
-520.0,-480.0,6.910385357285955
-520.0,-460.0,8.946317289863352
-520.0,-440.0,11.420281702466927
-520.0,-420.0,14.350480813820855
-520.0,-400.0,17.726032013732887
-520.0,-380.0,21.50503590634016
-520.0,-360.0,25.61838847064911
-520.0,-340.0,29.97796982804099
-520.0,-320.0,34.48685352334261
-520.0,-300.0,39.04945069138171
-520.0,-280.0,43.580392750442876
-520.0,-260.0,48.01180737676936
-520.0,-240.0,52.29915623644664
-520.0,-220.0,56.42594362281543
-520.0,-200.0,60.40739169413231
-520.0,-180.0,64.29255861415808
-520.0,-160.0,68.16323343615684
-520.0,-140.0,72.12630889828615
-520.0,-120.0,76.29498093381801
-520.0,-100.0,80.75534922888836
-520.0,-80.0,85.52195506816724
-520.0,-60.0,90.49763801878099
-520.0,-40.0,95.45953007615516
-520.0,-20.0,100.08261334651395
-520.0,0.0,103.99138158772227
-520.0,20.0,106.81837833020896
-520.0,40.0,108.25266981542238
-520.0,60.0,108.07192825085933
-520.0,80.0,106.1592333718185
-520.0,100.0,102.50819334931812
-520.0,120.0,97.2196483919987
-520.0,140.0,90.49202742839165
-520.0,160.0,82.60631478519454
-520.0,180.0,73.90586034062787
-520.0,200.0,64.77107021247771
-520.0,220.0,55.58950714271697
-520.0,240.0,46.72324696729931
-520.0,260.0,38.477308264602996
-520.0,280.0,31.07474608299146
-520.0,300.0,24.64408934372286
-520.0,320.0,19.222090181901144
-520.0,340.0,14.769985666792705
-520.0,360.0,11.197324342097206
-520.0,380.0,8.386308925310507
-520.0,400.0,6.211589528386121
-520.0,420.0,4.553575192777487
-520.0,440.0,3.305752263189961
-520.0,460.0,2.377583895807636
-520.0,480.0,1.694645052062339
-520.0,500.0,1.1972767525919499
-520.0,520.0,0.8386027114010258
-520.0,540.0,0.5824007374522189
-520.0,560.0,0.40108758796369015
-520.0,580.0,0.27393545826890214
-520.0,600.0,0.18555936568297526
-520.0,620.0,0.1246727470892874
-520.0,640.0,0.08308785124111721
-520.0,660.0,0.05492869680068366
-520.0,680.0,0.03602221985825153
-520.0,700.0,0.02343473511058119
-520.0,720.0,0.01512420372331212
-520.0,740.0,0.009682958313723518
-520.0,760.0,0.006149824395078967
-520.0,780.0,0.003874613567063077
-520.0,800.0,0.0024215441672415586
-520.0,820.0,0.0015011882306870273
-520.0,840.0,0.0009230445787222624
-520.0,860.0,0.0005628370033069314
-520.0,880.0,0.00034019698344965837
-520.0,900.0,0.0002035831396303241
-520.0,920.0,0.00012018413553746706
-520.0,940.0,6.921060999543238e-05
-520.0,960.0,3.745837307381327e-05
-520.0,980.0,1.6363079206740565e-05
-520.0,1000.0,0.0
-500.0,-1000.0,0.0
-500.0,-980.0,0.0004455151520313642
-500.0,-960.0,0.0010026231655873535
-500.0,-940.0,0.0018055549262777392
-500.0,-920.0,0.0030371942929005
-500.0,-900.0,0.004962127417530364
-500.0,-880.0,0.00797093794141318
-500.0,-860.0,0.01264077048546598
-500.0,-840.0,0.01981822137157467
-500.0,-820.0,0.030731825989538927
-500.0,-800.0,0.047142719757756295
-500.0,-780.0,0.07154335055628623
-500.0,-760.0,0.10741528849476954
-500.0,-740.0,0.15955807410729964
-500.0,-720.0,0.2345015218187947
-500.0,-700.0,0.341013778069464
-500.0,-680.0,0.49071642266557886
-500.0,-660.0,0.6988152977657915
-500.0,-640.0,0.9849498631779758
-500.0,-620.0,1.3741509711512465
-500.0,-600.0,1.8978696543751177
-500.0,-580.0,2.5949851361319336
-500.0,-560.0,3.5126008422677915
-500.0,-540.0,4.706276127292877
-500.0,-520.0,6.239125614451167
-500.0,-500.0,8.179022764468103
-500.0,-480.0,10.593162723443484
-500.0,-460.0,13.539755551210014
